product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
6bd8c7dc9695bdc48adc5960f4fee0ff,moveis_decoracao,63.0,706.0,3.0,2750.0,35.0,10.0,35.0
6d7d853286dac8449c42146f8ce5dedf,esporte_lazer,35.0,421.0,2.0,150.0,45.0,10.0,11.0
e435ceb7ced9b8446defd858630454ed,beleza_saude,28.0,792.0,1.0,440.0,20.0,11.0,17.0
195a72beccf48da20d71e2d7530b470a,beleza_saude,48.0,474.0,4.0,425.0,20.0,11.0,14.0
64b446c34d5599462f6c9d4ed6bc5c09,eletrodomesticos,60.0,637.0,1.0,250.0,27.0,13.0,17.0
6553ffe8703fdc36bad125ddf9f6d691,malas_acessorios,45.0,905.0,6.0,425.0,40.0,7.0,34.0
1d7db62a21ffb4f220d3e8a05fa77e02,fashion_bolsas_e_acessorios,22.0,328.0,3.0,100.0,16.0,13.0,11.0
56fd30e18420cb9a5a50c718168fa660,ferramentas_jardim,62.0,2167.0,3.0,700.0,16.0,17.0,16.0
92f1f77b7f3c73831fef53406c195302,telefonia,46.0,1267.0,4.0,350.0,20.0,15.0,20.0
32bad49615b7c5da42609b98df97482c,portateis_casa_forno_e_cafe,51.0,81.0,1.0,50.0,18.0,8.0,13.0
a7961e6620228e0f227361f0668e37ba,cama_mesa_banho,23.0,415.0,1.0,200.0,20.0,12.0,20.0
951cb45d30e716a846d8cf5874034e56,telefonia,57.0,524.0,1.0,150.0,18.0,3.0,12.0
2c0b8a973e616502de1d80482fb9c5be,eletronicos,57.0,410.0,2.0,100.0,18.0,20.0,16.0
6eb70dfb283dc3f645ed7b03c990dc72,audio,31.0,251.0,2.0,343.0,19.0,11.0,13.0
bc0f31b5e89dfeba8169ad1123d44d2b,climatizacao,46.0,1215.0,1.0,350.0,18.0,5.0,14.0
6994f9a9c56c7684b24d7d4a00e7026f,informatica_acessorios,43.0,1527.0,1.0,700.0,24.0,8.0,16.0
ba3f298a122a95c4928e8b8628e8520e,cama_mesa_banho,50.0,111.0,1.0,2200.0,30.0,20.0,25.0
74824accb4f777403366c8e6b4e32d9b,cama_mesa_banho,54.0,701.0,1.0,1000.0,50.0,12.0,12.0
d6a246503bb84b2e0914e8a1dfb58a04,alimentos,33.0,703.0,1.0,400.0,18.0,15.0,13.0
637ea0abda9b9824985e1aa64ba4363a,moveis_decoracao,59.0,166.0,1.0,7300.0,30.0,36.0,30.0
4011494d902f1075a502ffe9432186b3,instrumentos_musicais,59.0,557.0,1.0,650.0,20.0,20.0,20.0
8516ee98a593fbd30f6ab57f3d3477bd,moveis_escritorio,38.0,506.0,2.0,20050.0,101.0,10.0,62.0
7acd752914187cf1f698d82d5025595c,perfumaria,42.0,121.0,1.0,283.0,21.0,12.0,19.0
793ee3bd01e3ecec7ab94aed9aeee415,informatica_acessorios,40.0,1076.0,1.0,950.0,36.0,15.0,16.0
ebe8bbf509715e46f138ac98b1cbb12e,casa_construcao,24.0,1113.0,1.0,383.0,17.0,14.0,16.0
22dcd61aae0f6d1acc992914bc67a0e5,relogios_presentes,47.0,364.0,2.0,300.0,40.0,10.0,25.0
58662fc2ddcb4853532ee42a1cfc9843,informatica_acessorios,38.0,294.0,2.0,140.0,20.0,6.0,14.0
6bd248f93425ceeb625a8a97e2404112,papelaria,39.0,217.0,1.0,550.0,46.0,10.0,32.0
cd82271424be9568801391194697361c,cama_mesa_banho,56.0,999.0,1.0,400.0,19.0,13.0,15.0
7e78ca7b03df674ba01752a0344b3ebe,telefonia,58.0,399.0,1.0,150.0,19.0,4.0,11.0
dbaee28f4ee64465838a229582d77520,construcao_ferramentas_construcao,58.0,1178.0,2.0,418.0,19.0,6.0,13.0
3fe92971b9d5a0280651851e06ea0ef1,eletronicos,34.0,372.0,1.0,150.0,25.0,7.0,16.0
99b5d7eec773ceced9d287d753ca00e9,papelaria,46.0,484.0,3.0,1000.0,16.0,4.0,11.0
b3cf0a98f31b76ed0cec13d9c77102c4,market_place,26.0,1528.0,1.0,1300.0,33.0,6.0,22.0
e80898f7fa43bab01ca59564aa5f1bb0,informatica_acessorios,55.0,328.0,1.0,400.0,28.0,10.0,23.0
5861217c6b00a886e28a101167dbb1e1,utilidades_domesticas,51.0,150.0,1.0,425.0,23.0,15.0,18.0
c34e98ba0749e6f9163215b9f293a560,esporte_lazer,59.0,1081.0,4.0,700.0,16.0,10.0,11.0
5baf51b71ace9afbb38f0b161f0c098b,beleza_saude,62.0,3621.0,1.0,800.0,20.0,15.0,15.0
4cb922d064b9a86b25b900350108771e,brinquedos,44.0,327.0,1.0,11850.0,50.0,35.0,40.0
2e274768896aa2c7635b9689423a5d34,esporte_lazer,42.0,1404.0,1.0,3313.0,29.0,32.0,25.0
0a32d8349e99e8cdb9a5dec7d3f94985,utilidades_domesticas,28.0,416.0,1.0,300.0,22.0,6.0,11.0
dbf23e54e9fe684d5774201bdf0de80f,utilidades_domesticas,58.0,71.0,3.0,500.0,20.0,35.0,22.0
6d8f2ccbced01ba3165048d784a5cf0c,relogios_presentes,60.0,556.0,1.0,200.0,20.0,7.0,15.0
60de781b3b48e9203b98776db5bd3035,beleza_saude,41.0,948.0,1.0,250.0,21.0,17.0,17.0
c781fcf450227132b560b10bbd2ed26b,bebes,49.0,375.0,6.0,200.0,29.0,7.0,16.0
318fda70a35e94c586339fe51eafbe7d,utilidades_domesticas,59.0,932.0,1.0,1350.0,16.0,30.0,12.0
d305d1981b39fbfddd8c9d6b5a19a29d,telefonia,60.0,982.0,4.0,450.0,19.0,12.0,14.0
7ed6634347bb8371bc6b20b3a7022bce,esporte_lazer,60.0,331.0,1.0,8500.0,100.0,6.0,50.0
1eb5b06a73df439c29be30c762965ce3,relogios_presentes,55.0,328.0,1.0,900.0,23.0,15.0,19.0
d34c07a2d817ac73f4caf8c574215fed,telefonia,56.0,56.0,1.0,325.0,20.0,15.0,14.0
ce149636a055d9eded4cde55da9ebd3b,fashion_underwear_e_moda_praia,52.0,624.0,1.0,200.0,42.0,4.0,14.0
227bdd697845ec3537a795cc900e715d,moveis_decoracao,55.0,207.0,11.0,1200.0,30.0,10.0,25.0
4257f45f6ea58aa46885ed7ef723b6c0,,,,,2300.0,29.0,13.0,25.0
6871a3c157d6f51697e887f3c3598479,informatica_acessorios,58.0,1923.0,4.0,850.0,25.0,11.0,15.0
ff5f8606556b625613f069a5a9a48966,bebes,63.0,554.0,1.0,2300.0,27.0,14.0,27.0
4fcb3d9a5f4871e8362dfedbdb02b064,automotivo,53.0,603.0,1.0,5950.0,65.0,11.0,65.0
8473795696f49e9e79fba701f129828c,brinquedos,39.0,591.0,2.0,2300.0,57.0,9.0,46.0
5fdf539153cefe3f3fd8589c6c22f191,cool_stuff,42.0,1496.0,3.0,1700.0,28.0,36.0,27.0
17865682ce7cccfe7dec02d1f74a8f86,automotivo,54.0,339.0,1.0,350.0,25.0,10.0,15.0
802b8430511a39ecdad069cf6c7dd812,utilidades_domesticas,60.0,1519.0,7.0,300.0,25.0,10.0,16.0
5fb1e24560c31b0eaa1911d4247187ed,brinquedos,34.0,649.0,3.0,2600.0,33.0,12.0,26.0
eac9c1d0fccbfea24c2524ebe84b8bee,telefonia,53.0,845.0,2.0,200.0,27.0,5.0,20.0
368c6c730842d78016ad823897a372db,ferramentas_jardim,57.0,366.0,2.0,1650.0,30.0,22.0,30.0
45ba26803dbbdb26ec5757546929ac89,pet_shop,38.0,88.0,2.0,400.0,16.0,16.0,16.0
bac35584a4b6413380a74f9617e12379,papelaria,40.0,904.0,1.0,1000.0,20.0,20.0,20.0
b9c742d2c1b06bc064c7aee11440e5ad,telefonia,58.0,366.0,3.0,125.0,19.0,4.0,11.0
77745dd9f1224c72a2ef931ded7a0bb7,moveis_decoracao,51.0,1988.0,3.0,2250.0,65.0,8.0,45.0
09278667a33779be5996a7df729db8ae,informatica_acessorios,45.0,3729.0,1.0,933.0,29.0,20.0,23.0
8b2ae6dc36fac80caf19882760cfc9b2,esporte_lazer,47.0,527.0,1.0,300.0,16.0,17.0,11.0
af74cc53dcffc8384b29e7abfa41902b,casa_construcao,57.0,921.0,8.0,800.0,17.0,27.0,17.0
612fc86af2e1c8927886a7503dcc67a1,automotivo,54.0,390.0,1.0,1600.0,33.0,27.0,26.0
628f5ed6c14790dcb9233c8dbf596175,beleza_saude,43.0,875.0,1.0,555.0,30.0,12.0,16.0
9f14f401fce2d9ddd450e7ce60cb7f5f,consoles_games,45.0,130.0,1.0,100.0,20.0,3.0,15.0
227ae51127a60b162b1696de1cc8a10b,bebes,47.0,1058.0,2.0,2797.0,35.0,35.0,16.0
8338cef8355d238f43711dcb9c0657b2,moveis_decoracao,59.0,473.0,1.0,700.0,30.0,3.0,20.0
b8731f3bf14c9557a4c5c4b94ad48d0e,informatica_acessorios,47.0,203.0,1.0,150.0,16.0,2.0,11.0
f9c0f237f4f12379c81b021b02749422,fashion_bolsas_e_acessorios,54.0,759.0,1.0,200.0,16.0,2.0,20.0
ce64708328e978e92d475585d394d9dd,esporte_lazer,33.0,584.0,2.0,1550.0,20.0,10.0,20.0
530d9436af6fa4960e9754ce4128b468,moveis_decoracao,39.0,510.0,2.0,1350.0,80.0,20.0,20.0
cb81df0e3ccece253557f2a07df4727e,esporte_lazer,25.0,469.0,1.0,225.0,18.0,15.0,16.0
f34152d311875e9da480bd51f495155d,informatica_acessorios,35.0,1101.0,1.0,250.0,42.0,2.0,30.0
936a034fe3b07b7ae7c87fc8ceb0749d,relogios_presentes,58.0,1233.0,4.0,450.0,16.0,2.0,20.0
2e830c73f28d3b8542af03cf2637dfc4,eletronicos,34.0,214.0,1.0,275.0,24.0,9.0,17.0
d6d121aae35cf0cb9078f82deb7047d2,fashion_bolsas_e_acessorios,51.0,220.0,2.0,150.0,24.0,4.0,34.0
2ca49532371b32e19b3db0809a52ab25,cool_stuff,50.0,640.0,1.0,1200.0,42.0,25.0,15.0
1bef08f119466a85a83919d5b80facd3,cama_mesa_banho,39.0,114.0,1.0,250.0,40.0,4.0,30.0
9d8fa7002a036708c4cf8730214ad1b5,cama_mesa_banho,53.0,82.0,1.0,450.0,40.0,5.0,25.0
8c81ff84f8301d0db2fbfde90da0f5a5,papelaria,52.0,90.0,3.0,2050.0,20.0,30.0,20.0
c53136cc2d9c25f291925712487f22eb,cama_mesa_banho,60.0,226.0,1.0,1600.0,49.0,7.0,40.0
aa70ae9ee9a798d44ae6e00ce6d82cb1,beleza_saude,60.0,919.0,1.0,150.0,22.0,3.0,15.0
7de123c822c488ccab0151f37a521b5b,utilidades_domesticas,31.0,711.0,1.0,100.0,30.0,11.0,20.0
936da86791ef70783a980c4c7eec760d,utilidades_domesticas,44.0,767.0,1.0,956.0,29.0,27.0,20.0
5c59756861f289b773f83871924200eb,cama_mesa_banho,40.0,729.0,1.0,3100.0,20.0,30.0,30.0
f745d28cf673e9022060c31f7f11218e,eletrodomesticos_2,58.0,324.0,3.0,425.0,32.0,10.0,16.0
c7c27b5cbae5f0689560d8d154af7724,automotivo,39.0,1129.0,2.0,2050.0,90.0,13.0,18.0
7a81751397c8813678761201a7114339,utilidades_domesticas,38.0,389.0,1.0,200.0,37.0,3.0,11.0
de29e502ba5174dcddbd4da728616533,relogios_presentes,54.0,354.0,1.0,700.0,16.0,2.0,11.0
d67bed02998be8e156400c61f0897a96,moveis_decoracao,20.0,283.0,4.0,100.0,16.0,3.0,16.0
8e698981cd367d35f5dcb21f4f563fd8,brinquedos,34.0,254.0,1.0,200.0,16.0,10.0,11.0
4fb3bad6b502eaca3b6d7d87bc1613a4,casa_conforto_2,55.0,191.0,1.0,663.0,20.0,20.0,20.0
ccec880520770d791d004c9a1ae8b0aa,pet_shop,46.0,798.0,3.0,150.0,25.0,10.0,15.0
2d75cb4f23924fff112f06ef3520c120,brinquedos,28.0,178.0,1.0,400.0,16.0,17.0,11.0
45b280868bcc8124d9309f459a42eeaf,esporte_lazer,59.0,902.0,2.0,6450.0,20.0,20.0,20.0
0c2ec8ad337c82681af769354356e4c2,moveis_decoracao,49.0,1378.0,2.0,2000.0,20.0,65.0,20.0
2d15b61e2962412ec20c326895c4603a,construcao_ferramentas_jardim,55.0,2039.0,5.0,200.0,16.0,3.0,12.0
67e3279668ba06a3dd977cb31399a311,ferramentas_jardim,38.0,606.0,1.0,6200.0,18.0,32.0,18.0
3362ea39c2b9a88dc82f2cd6f6838bcc,utilidades_domesticas,57.0,475.0,4.0,200.0,40.0,11.0,30.0
c10a7001e8b49dfc03817444b5f2ed81,relogios_presentes,46.0,670.0,1.0,500.0,16.0,2.0,11.0
4aa6014eceb682077f9dc4bffebc05b0,utilidades_domesticas,43.0,1002.0,3.0,10150.0,89.0,15.0,40.0
7d9f42ecf65ca91f7e28483c5008dc4b,cama_mesa_banho,60.0,234.0,1.0,1600.0,34.0,7.0,32.0
a8e69cb7ca2c04d5ba7f73b2385f2a76,esporte_lazer,53.0,2422.0,2.0,107.0,18.0,9.0,14.0
ddcb7473fdc5368c019e3ef6fbde816b,automotivo,54.0,586.0,1.0,2950.0,41.0,19.0,41.0
c38d96175ed7d2d5c3391317b77f8eb0,cama_mesa_banho,57.0,402.0,1.0,850.0,16.0,10.0,16.0
45db4516caf5bf0516fb08b73fd14d1e,malas_acessorios,47.0,571.0,2.0,550.0,16.0,6.0,11.0
b596e2d70dd2f5fb5ff9ee2a1c803e5b,esporte_lazer,53.0,748.0,2.0,6300.0,42.0,20.0,32.0
2a6d3f9c3a96e62e0ca38559cbf6410b,eletronicos,41.0,318.0,1.0,125.0,21.0,13.0,18.0
6df665a20caa80a66804f836165bbf36,automotivo,48.0,1841.0,1.0,4300.0,31.0,11.0,31.0
6d811b6e8cada9a8f7f38bb315620e1b,esporte_lazer,59.0,447.0,5.0,8700.0,25.0,60.0,40.0
bd5556852920e0d5ebb6044894391ca6,esporte_lazer,53.0,3219.0,10.0,250.0,28.0,13.0,14.0
261244fc4d0197d8772346872f5b0f5e,moveis_cozinha_area_de_servico_jantar_e_jardim,54.0,785.0,5.0,975.0,41.0,12.0,12.0
c3fb02b29695e526cd3988bdd55ba013,bebes,24.0,655.0,1.0,300.0,42.0,25.0,15.0
041022915a950ec95b761b690ddb6b24,cool_stuff,63.0,351.0,3.0,1450.0,62.0,15.0,32.0
7ac5f520abfc0589418bc7c76cea7a7c,cama_mesa_banho,59.0,349.0,2.0,1550.0,30.0,10.0,30.0
3d250bb3d2b89c9bea15327aed52d8ca,perfumaria,55.0,898.0,1.0,275.0,16.0,14.0,16.0
423a6644f0aa529e8828ff1f91003690,agro_industria_e_comercio,54.0,2352.0,3.0,5800.0,30.0,30.0,20.0
ab507d0f8d9ac91607f9cff20a8c5684,climatizacao,55.0,855.0,1.0,4800.0,58.0,59.0,25.0
5c17779da282cc147ca50c6904cf3d01,perfumaria,41.0,278.0,1.0,200.0,16.0,4.0,11.0
5cc37c2c2b8ea0c98010d1ee6028e45b,eletroportateis,59.0,2212.0,4.0,8700.0,40.0,16.0,40.0
695cb7d69f96dcd38681d4a4d485bc85,moveis_decoracao,52.0,327.0,4.0,6350.0,51.0,13.0,51.0
aeb2db5f8c0fe1e55a951d49dd331fc3,informatica_acessorios,35.0,1101.0,1.0,250.0,42.0,2.0,30.0
918d420adcb5ca26487f9fff29535fd6,utilidades_domesticas,55.0,726.0,1.0,4200.0,35.0,20.0,35.0
8ce450d8a20c20e17ba1536a19f60d39,cama_mesa_banho,45.0,729.0,1.0,3400.0,20.0,30.0,30.0
8c4254fc0b9043ade973297a789b042d,sinalizacao_e_seguranca,59.0,572.0,4.0,400.0,19.0,11.0,14.0
cda185193c72c0eb8dde03f20f101230,utilidades_domesticas,57.0,1782.0,1.0,1100.0,24.0,24.0,24.0
a4462e7d5df840cbd075f0224bf42554,beleza_saude,43.0,2027.0,4.0,550.0,30.0,5.0,20.0
4632bc49b300378ed4f1d48f424d414e,automotivo,33.0,513.0,2.0,795.0,30.0,15.0,26.0
89fe9f3c22efcfa4bd05c0cf71c70a18,pet_shop,53.0,482.0,2.0,200.0,18.0,9.0,14.0
f5307d7c949134b78e68c51c13cc426e,esporte_lazer,51.0,1286.0,2.0,520.0,25.0,20.0,20.0
b1877a842c7cc3487d5ead23827c45b2,informatica_acessorios,49.0,1692.0,1.0,343.0,16.0,17.0,13.0
2b79d65ddb4051238ce31fbabc5763ce,eletronicos,40.0,449.0,3.0,100.0,25.0,25.0,25.0
35675af4fd3065f5e56b6d609ae385f5,cama_mesa_banho,47.0,444.0,2.0,900.0,50.0,16.0,16.0
db9fbaf0e0719205c4649729763b2c32,moveis_decoracao,50.0,238.0,4.0,625.0,20.0,13.0,21.0
763c99ba797c7d691e58bec3d42843bf,utilidades_domesticas,47.0,265.0,2.0,3750.0,20.0,40.0,40.0
9e2821b749b419a902d948c583175ece,fashion_bolsas_e_acessorios,36.0,339.0,2.0,100.0,16.0,2.0,11.0
2e64d11879c5bbda600381dbb5452a38,beleza_saude,47.0,225.0,1.0,1350.0,26.0,18.0,11.0
6df3e292ba834323d4d8164d4c88e698,bebes,50.0,524.0,1.0,250.0,23.0,14.0,28.0
300666e2638b1c8f5528bd23a6e9dea3,cama_mesa_banho,46.0,1391.0,2.0,1250.0,48.0,10.0,12.0
2ef3cc0d3f3adddc0ef8ecf48989bba2,pet_shop,34.0,1140.0,1.0,3875.0,30.0,25.0,25.0
634256dbcd184b3757ffd7632c9fe52a,beleza_saude,49.0,295.0,1.0,150.0,16.0,5.0,17.0
7648a2a07675230af77cdcd849834e57,beleza_saude,45.0,2616.0,1.0,1600.0,25.0,20.0,20.0
cd46a885543f0e169a49f1eb25c04e43,informatica_acessorios,58.0,1390.0,2.0,3475.0,54.0,13.0,48.0
24bc2932a12c983f8e76d828b65cf39b,beleza_saude,12.0,2411.0,1.0,380.0,17.0,11.0,13.0
5f3e86b7e537b8d2d993596c969b69a6,malas_acessorios,54.0,791.0,1.0,18700.0,53.0,77.0,32.0
29df8bf0a6118b7b764e7b31987d4db7,utilidades_domesticas,43.0,519.0,4.0,3150.0,22.0,54.0,22.0
1f42966deb959a8433468ac0078b60da,esporte_lazer,34.0,459.0,5.0,650.0,23.0,30.0,30.0
50b9ed3a22932b28d452c73046083f5d,esporte_lazer,52.0,1321.0,1.0,254.0,17.0,15.0,12.0
db61ac5970110fba38fe6caf8844dbf5,cama_mesa_banho,58.0,662.0,5.0,650.0,26.0,5.0,25.0
9c0f79b9daf5436386477b4e17b94389,moveis_decoracao,53.0,616.0,1.0,2400.0,30.0,35.0,30.0
cfb79bfbdaf59cfe2e9ae0a071451f32,cama_mesa_banho,44.0,445.0,1.0,550.0,30.0,3.0,19.0
990166f4c0d91a6cb92663b4d190ad1e,utilidades_domesticas,51.0,969.0,3.0,9300.0,31.0,58.0,31.0
ce6bbfa347690099b21b9d688772d5ab,automotivo,60.0,374.0,3.0,700.0,32.0,15.0,11.0
e855d18497949fc298407b39639ee1cc,eletroportateis,39.0,775.0,3.0,2825.0,36.0,25.0,26.0
71a033537c0b1b79fc26e6d0bb3bb1a2,moveis_decoracao,56.0,227.0,7.0,950.0,31.0,11.0,26.0
a334304f952399f2161225628a9d2891,beleza_saude,58.0,1692.0,4.0,300.0,18.0,10.0,14.0
5a11bc271d03e7a31cdd33d1d8580456,esporte_lazer,63.0,1026.0,3.0,600.0,38.0,12.0,25.0
20b0f2e1b898d6ab3155af3b923794ed,utilidades_domesticas,51.0,1118.0,5.0,400.0,18.0,8.0,14.0
7988cff50cb75e08e6b68640b19e55aa,relogios_presentes,42.0,176.0,1.0,576.0,20.0,13.0,17.0
41ddd4c8779d0943ee7706c384eeee8f,pet_shop,34.0,1540.0,2.0,700.0,24.0,20.0,24.0
b23f9704f31bfce887b8d1b48f0bad47,utilidades_domesticas,32.0,33.0,3.0,450.0,17.0,14.0,11.0
2132979d9b6f64e99b8c9bb4da4e0323,informatica_acessorios,12.0,676.0,2.0,496.0,36.0,13.0,35.0
bb77135946e78428a7a5634a46113a22,bebes,57.0,271.0,1.0,600.0,25.0,15.0,25.0
b8b426747049f2d3d6e00b486d47dedb,beleza_saude,49.0,819.0,3.0,1250.0,42.0,11.0,12.0
dad033afaf01ca7098672af45bdd3400,brinquedos,60.0,1235.0,3.0,1200.0,28.0,13.0,21.0
896a64a7f34cdfef2c60ce59fa2a148f,perfumaria,50.0,899.0,3.0,800.0,38.0,13.0,22.0
f410090aec61f7c73748ca894286edcd,papelaria,60.0,1847.0,3.0,450.0,35.0,50.0,12.0
7a7be236d8368315680071df4209dd4e,moveis_decoracao,55.0,199.0,2.0,850.0,30.0,30.0,30.0
38991d9514cf1298f8ac1d66d8aefeba,automotivo,60.0,695.0,6.0,5950.0,47.0,19.0,23.0
2f20a2013902657c0800ddf524514e4e,cama_mesa_banho,55.0,392.0,1.0,1450.0,20.0,30.0,26.0
1f8aad0f80f6d061b4d09e538ad496d7,brinquedos,24.0,155.0,1.0,500.0,28.0,4.0,14.0
3914a208bb9313e3d980399268ddd54e,ferramentas_jardim,40.0,1222.0,1.0,200.0,16.0,10.0,11.0
03d19e503abb1698d26d630c0017b11e,automotivo,36.0,359.0,1.0,14100.0,62.0,62.0,21.0
9592cd0b739cc57871c3aecffe15436a,cool_stuff,60.0,933.0,6.0,450.0,34.0,15.0,17.0
515ba7ccc6abbd1c0f5016704a0184e2,pet_shop,59.0,678.0,4.0,1400.0,40.0,20.0,30.0
e482ad963bfb9a9abc51b9850aca97b7,utilidades_domesticas,45.0,293.0,1.0,250.0,19.0,8.0,11.0
45a15b38cc3c0514717a1de673c6193c,,,,,250.0,17.0,8.0,13.0
04c4182bda52366f3c4b8817ddbcd98e,esporte_lazer,61.0,604.0,1.0,250.0,20.0,12.0,16.0
fcde1899043318107d8f0ae043f69bc3,,,,,400.0,35.0,7.0,12.0
d6ab25b0dad785bcf8be87b821dd9b37,moveis_decoracao,43.0,474.0,1.0,1000.0,40.0,30.0,30.0
4a266296cc64880551c3efad9739fb2e,instrumentos_musicais,59.0,802.0,2.0,3750.0,18.0,30.0,27.0
4858799008e3cd4fcab9c61fbc63a2a0,moveis_decoracao,40.0,293.0,3.0,200.0,25.0,4.0,18.0
2722b86640ddc24e1374c2df1ac2a230,construcao_ferramentas_construcao,47.0,1139.0,3.0,1700.0,26.0,9.0,20.0
36ed077d2f4915bc4bd14ead16a028de,alimentos,49.0,477.0,2.0,750.0,16.0,20.0,16.0
2d4f312a487b1af17bdc9e77505a205c,ferramentas_jardim,52.0,308.0,1.0,600.0,16.0,8.0,11.0
d7ceaa970defc5f52f1affda0dc32f30,esporte_lazer,41.0,127.0,1.0,600.0,16.0,30.0,15.0
5a2c5357841ae997771d179eee3f2027,esporte_lazer,48.0,2523.0,1.0,10443.0,28.0,29.0,26.0
898fa82b63404937c7a3c2cc77d6e5b5,perfumaria,23.0,768.0,2.0,400.0,18.0,9.0,14.0
55f166570845e0a7b4456edac9c420b7,automotivo,42.0,431.0,1.0,975.0,32.0,35.0,29.0
5fef486f2057e10fd91e167348812b7a,beleza_saude,43.0,1650.0,4.0,1200.0,43.0,9.0,23.0
2330fe9b304af24209631c7197203c61,utilidades_domesticas,48.0,943.0,1.0,3350.0,32.0,75.0,32.0
21c0985594816cf11cf7cfc0631f6f1f,moveis_decoracao,34.0,569.0,1.0,800.0,30.0,30.0,30.0
ba2225dd03b4dd91f999ef73504a0b82,utilidades_domesticas,59.0,833.0,1.0,8100.0,58.0,23.0,33.0
6a64f310d8075f40b78eb471df9ddac4,perfumaria,41.0,512.0,1.0,250.0,20.0,18.0,22.0
35d92b98f6c28b76f0551e206ba39234,utilidades_domesticas,38.0,597.0,3.0,300.0,40.0,5.0,40.0
e21b0b8dd6c9543f46cf3178a39ea458,esporte_lazer,56.0,307.0,4.0,700.0,16.0,16.0,25.0
46f739c1cd676603026c0af4d29ef7a5,automotivo,55.0,212.0,3.0,1850.0,20.0,15.0,20.0
04ddfb2cdbf048af94dc37e1bb0d3b04,utilidades_domesticas,48.0,1797.0,5.0,575.0,24.0,18.0,24.0
59f4103b8313232d3abe6630105b925b,papelaria,55.0,1006.0,3.0,800.0,17.0,28.0,40.0
271a16e4751b04867238b601ad652692,utilidades_domesticas,47.0,755.0,1.0,240.0,28.0,11.0,17.0
330286b1345b8cc5abfbb74da93465a6,esporte_lazer,51.0,1097.0,5.0,2800.0,56.0,28.0,33.0
4e85aba9b74456fe153b755f4324dfc9,moveis_decoracao,56.0,893.0,3.0,300.0,18.0,9.0,14.0
e251ebd2858be1aa7d9b2087a6992580,ferramentas_jardim,34.0,511.0,4.0,8875.0,40.0,14.0,43.0
c689470c5a069795896edc7b896d9251,cama_mesa_banho,63.0,837.0,1.0,1300.0,43.0,5.0,30.0
992b493206080e0ded9bf933ae5da6d3,informatica_acessorios,47.0,576.0,1.0,450.0,37.0,4.0,12.0
170b033abb14ccc92a21b95dba58fa90,utilidades_domesticas,55.0,757.0,4.0,325.0,25.0,15.0,16.0
9d9734db712d5ab6c3ff4c33700eb34c,moveis_escritorio,56.0,1285.0,1.0,8375.0,52.0,51.0,17.0
d2085f7e0f9533605386960fc7e987ec,ferramentas_jardim,40.0,207.0,4.0,150.0,16.0,2.0,11.0
341141693c1995e911d0a5843f7c289b,perfumaria,39.0,613.0,1.0,458.0,19.0,13.0,15.0
de15917c5525c593f2a9747a5c943ee7,pet_shop,60.0,872.0,3.0,150.0,25.0,25.0,25.0
6d0d7c2d9a4b8b79dbc12c47c74349dd,beleza_saude,58.0,2910.0,1.0,300.0,18.0,9.0,12.0
d73068913476e74d4f35a6f2d5399ae9,malas_acessorios,40.0,1070.0,1.0,650.0,90.0,5.0,11.0
926e66aed471a4345d1c8d70b60c1874,esporte_lazer,57.0,1750.0,4.0,277.0,17.0,11.0,13.0
f4938e02188d323c8412d2ea07d230e4,perfumaria,56.0,182.0,1.0,3733.0,22.0,29.0,27.0
30e010e9df8943899f267097d49b5c1a,beleza_saude,56.0,825.0,1.0,1300.0,22.0,26.0,20.0
aac7416c2efb28528e5cf18c1f582053,brinquedos,44.0,71.0,2.0,800.0,39.0,30.0,29.0
4a85b07765a341b846c963da0381db96,beleza_saude,57.0,1687.0,1.0,4350.0,16.0,16.0,16.0
0c002598a0876501a172ffcea9496008,cama_mesa_banho,53.0,768.0,4.0,9150.0,50.0,30.0,40.0
ec3f8e78677c7e0395b155bc67417158,informatica_acessorios,60.0,334.0,3.0,850.0,34.0,14.0,14.0
cf84f4d055494a42ee49d58b5f82afa2,beleza_saude,56.0,2137.0,1.0,1600.0,30.0,30.0,16.0
6ea2d74d5dd2317844dd17f16da75a5b,esporte_lazer,60.0,576.0,5.0,2500.0,80.0,12.0,22.0
608f44934fbb70de5e05998ae59f4e46,beleza_saude,60.0,918.0,1.0,150.0,22.0,3.0,15.0
338bf1554cc911be551275c6c6c396c7,utilidades_domesticas,35.0,347.0,2.0,1400.0,21.0,40.0,21.0
df581a0b9a4bf71da645a0a3d5d2b4fe,pet_shop,59.0,1002.0,4.0,3000.0,41.0,16.0,27.0
d531e4f4234b93eb3d8efc4a53f7e7c1,casa_construcao,37.0,354.0,1.0,8900.0,62.0,32.0,30.0
99051458e8e83372d619c3092f874824,beleza_saude,43.0,754.0,1.0,1150.0,16.0,16.0,16.0
5aee6406a4f4071df1f1bec3fa3dcfc6,esporte_lazer,48.0,2056.0,1.0,400.0,18.0,12.0,16.0
42e640b8fe7fa0bef227e6ad92c6e9c9,perfumaria,48.0,1671.0,1.0,150.0,18.0,6.0,12.0
263fe483fc2377fe17d81d7b2b5cea3d,moveis_decoracao,51.0,272.0,1.0,1400.0,35.0,35.0,35.0
3b7929cc079c14493fb6fb3373dbc1e1,audio,21.0,68.0,3.0,1075.0,40.0,20.0,30.0
